Stoppendo
Epoch 1, Batch 1, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 60, Loss: 0.0120, Accuracy: 0.00%
Epoch 1, Batch 61, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 62, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 63, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 64, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 65, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 66, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 67, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 68, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 69, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 70, Loss: 0.0120, Accuracy: 0.00%
Epoch 1, Batch 71, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 72, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 73, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 74, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 75, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 76, Loss: 0.0120, Accuracy: 0.00%
Epoch 1, Batch 77, Loss: 0.0110, Accuracy: 0.00%
Epoch 1, Batch 78, Loss: 0.1490, Accuracy: 0.00%
Epoch 1, Batch 79, Loss: 0.0110, Accuracy: 0.00%
Epoch 1, Batch 80, Loss: 0.0120, Accuracy: 0.00%
Epoch 1, Batch 81, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 82, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 83, Loss: 0.0120, Accuracy: 0.00%
Epoch 1, Batch 84, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 85, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 86, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 87, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 88, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 89, Loss: 0.0120, Accuracy: 0.00%
Epoch 1, Batch 90, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 91, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 92, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 93, Loss: 0.0120, Accuracy: 0.00%
Epoch 1, Batch 94, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 95, Loss: 0.0110, Accuracy: 0.00%
Epoch 1, Batch 96, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 97, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 98, Loss: 0.0110, Accuracy: 0.00%
Epoch 1, Batch 99, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 100, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 101, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 102, Loss: 0.0110, Accuracy: 0.00%
Epoch 1, Batch 103, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 104, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 105, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 106, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 107, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 108, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 109, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 110, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 111, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 112, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 113, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 114, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 115, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 116, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 117, Loss: 0.0100, Accuracy: 0.00%
Epoch 1, Batch 118, Loss: 0.0100, Accuracy: 0.00%
Epoch 1, Batch 119, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 120, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 121, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 122, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 123, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 124, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 125, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 126, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 127, Loss: 0.0090, Accuracy: 0.00%
Epoch 1, Batch 128, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 129, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 130, Loss: 0.0080, Accuracy: 0.00%
Epoch 1, Batch 131, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 132, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 133, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 134, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 135, Loss: 0.0070, Accuracy: 0.00%
Epoch 1, Batch 136, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 137, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 138, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 139, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 140, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 141, Loss: 0.0040, Accuracy: 0.00%
Epoch 1, Batch 142, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 143, Loss: 0.0040, Accuracy: 100.00%
Epoch 1, Batch 144, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 145, Loss: 0.0030, Accuracy: 100.00%
Epoch 1, Batch 146, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 147, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 148, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 149, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 150, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 151, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 152, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 153, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 154, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 155, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 156, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 157, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 158, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 159, Loss: 0.0040, Accuracy: 0.00%
Epoch 1, Batch 160, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 161, Loss: 0.0030, Accuracy: 0.00%
Epoch 1, Batch 162, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 163, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 164, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 165, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 166, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 167, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 168, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 169, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 170, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 171, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 172, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 173, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 174, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 175, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 176, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 177, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 178, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 179, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 180, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 181, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 182, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 183, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 184, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 185, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 186, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 187, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 188, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 189, Loss: 0.0020, Accuracy: 0.00%
Epoch 1, Batch 190, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 191, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 192, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 193, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 194, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 195, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 196, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 197, Loss: 0.0030, Accuracy: 0.00%
Epoch 1, Batch 198, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 199, Loss: 0.0020, Accuracy: 0.00%
Epoch 1, Batch 200, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 201, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 202, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 203, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 204, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 205, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 206, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 207, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 208, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 209, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 210, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 211, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 212, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 213, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 214, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 215, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 216, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 217, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 218, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 219, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 220, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 221, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 222, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 223, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 224, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 225, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 226, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 227, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 228, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 229, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 230, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 231, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 232, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 233, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 234, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 235, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 236, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 237, Loss: 0.0150, Accuracy: 0.00%
Epoch 1, Batch 238, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 239, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 240, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 241, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 242, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 243, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 244, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 245, Loss: 0.0030, Accuracy: 0.00%
Epoch 1, Batch 246, Loss: 0.0030, Accuracy: 0.00%
Epoch 1, Batch 247, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 248, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 249, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 250, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 251, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 252, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 253, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 254, Loss: 1.0050, Accuracy: 0.00%
Epoch 1, Batch 255, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 256, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 257, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 258, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 259, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 260, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 261, Loss: 0.0050, Accuracy: 0.00%
Epoch 1, Batch 262, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 263, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 264, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 265, Loss: 2.4780, Accuracy: 0.00%
Epoch 1, Batch 266, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 267, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 268, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 269, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 270, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 271, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 272, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 273, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 274, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 275, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 276, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 277, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 278, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 279, Loss: 0.0120, Accuracy: 0.00%
Epoch 1, Batch 280, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 281, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 282, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 283, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 284, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 285, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 286, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 287, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 288, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 289, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 290, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 291, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 292, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 293, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 294, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 295, Loss: 0.0130, Accuracy: 0.00%
Epoch 1, Batch 296, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 297, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 298, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 299, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 300, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 301, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 302, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 303, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 304, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 305, Loss: 0.0150, Accuracy: 0.00%
Epoch 1, Batch 306, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 307, Loss: 0.0120, Accuracy: 0.00%
Epoch 1, Batch 308, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 309, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 310, Loss: 0.0090, Accuracy: 0.00%
Epoch 1, Batch 311, Loss: 0.0080, Accuracy: 0.00%
Epoch 1, Batch 312, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 313, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 314, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 315, Loss: 0.0050, Accuracy: 0.00%
Epoch 1, Batch 316, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 317, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 318, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 319, Loss: 0.0030, Accuracy: 100.00%
Epoch 1, Batch 320, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 321, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 322, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 323, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 324, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 325, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 326, Loss: 0.0020, Accuracy: 0.00%
Epoch 1, Batch 327, Loss: 0.0020, Accuracy: 0.00%
Epoch 1, Batch 328, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 329, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 330, Loss: 0.0020, Accuracy: 0.00%
Epoch 1, Batch 331, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 332, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 333, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 334, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 335, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 336, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 337, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 338, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 339, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 340, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 341, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 342, Loss: 0.0010, Accuracy: 100.00%
Epoch 1, Batch 343, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 344, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 345, Loss: 0.0010, Accuracy: 0.00%
Epoch 1, Batch 346, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 347, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 348, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 349, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 350, Loss: 0.0020, Accuracy: 0.00%
Epoch 1, Batch 351, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 352, Loss: 0.0020, Accuracy: 0.00%
Epoch 1, Batch 353, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 354, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 355, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 356, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 357, Loss: 0.0020, Accuracy: 0.00%
Epoch 1, Batch 358, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 359, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 360, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 361, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 362, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 363, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 364, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 365, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 366, Loss: 0.0020, Accuracy: 100.00%
Epoch 1, Batch 367, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 368, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 369, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 370, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 371, Loss: 0.0000, Accuracy: 0.00%
Epoch 1, Batch 372, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 373, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 374, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 375, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 376, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 377, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 378, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 379, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 380, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 481, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 383, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 384, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 385, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 386, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 387, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 388, Loss: 0.0050, Accuracy: 0.00%
Epoch 1, Batch 389, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 390, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 391, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 392, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 393, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 394, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 395, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 396, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 397, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 398, Loss: 0.0000, Accuracy: 100.00%
Epoch 1, Batch 399, Loss: 0.0000, Accuracy: 100.00%
